Gene1_ID	Gene2_ID	Gene1_Symbol	Gene2_Symbol	G1>G2_mut	G1>G2_wild	fisher_pvalue
156	9907	GRK2	AP5Z1	31	273	0.0348858027304515
159	9289	ADSS2	ADGRG1	31	273	0.0348858027304515
159	51447	ADSS2	IP6K2	31	273	0.0348858027304515
159	55689	ADSS2	YEATS2	31	273	0.0348858027304515
164	55757	AP1G1	UGGT2	31	273	0.0348858027304515
182	1949	JAG1	EFNB3	31	273	0.0348858027304515
182	5316	JAG1	PKNOX1	31	273	0.0348858027304515
182	79006	JAG1	METRN	31	273	0.0348858027304515
186	23281	AGTR2	MTUS2	31	273	0.0348858027304515
196	9908	AHR	G3BP2	31	273	0.0348858027304515
196	10208	AHR	USPL1	31	273	0.0348858027304515
197	84444	AHSG	DOT1L	31	273	0.0348858027304515
207	11113	AKT1	CIT	31	273	0.0348858027304515
207	53916	AKT1	RAB4B	31	273	0.0348858027304515
210	668	ALAD	FOXL2	31	273	0.0348858027304515
210	10098	ALAD	TSPAN5	31	273	0.0348858027304515
214	55885	ALCAM	LMO3	31	273	0.0348858027304515
215	5881	ABCD1	RAC3	31	273	0.0348858027304515
218	4108	ALDH3A1	MAGEA9	31	273	0.0348858027304515
220	64137	ALDH1A3	ABCG4	31	273	0.0348858027304515
221	23632	ALDH3B1	CA14	31	273	0.0348858027304515
222	2444	ALDH3B2	FRK	31	273	0.0348858027304515
223	8607	ALDH9A1	RUVBL1	31	273	0.0348858027304515
238	190	ALK	NR0B1	31	273	0.0348858027304515
240	3594	ALOX5	IL12RB1	31	273	0.0348858027304515
240	55691	ALOX5	FRMD4A	31	273	0.0348858027304515
249	114	ALPL	ADCY8	31	273	0.0348858027304515
249	2074	ALPL	ERCC6	31	273	0.0348858027304515
249	5533	ALPL	PPP3CC	31	273	0.0348858027304515
249	9436	ALPL	NCR2	31	273	0.0348858027304515
249	9623	ALPL	TCL1B	31	273	0.0348858027304515
249	79230	ALPL	ZNF557	31	273	0.0348858027304515
249	79634	ALPL	SCRN3	31	273	0.0348858027304515
250	7179	ALPP	TPTE	31	273	0.0348858027304515
283	563	ANG	AZGP1	31	273	0.0348858027304515
288	9374	ANK3	PPT2	31	273	0.0348858027304515
301	7389	ANXA1	UROD	31	273	0.0348858027304515
301	10617	ANXA1	STAMBP	31	273	0.0348858027304515
301	22818	ANXA1	COPZ1	31	273	0.0348858027304515
307	28977	ANXA4	MRPL42	31	273	0.0348858027304515
311	11143	ANXA11	KAT7	31	273	0.0348858027304515
313	534	AOAH	ATP6V1G2	31	273	0.0348858027304515
313	57576	AOAH	KIF17	31	273	0.0348858027304515
316	4843	AOX1	NOS2	31	273	0.0348858027304515
317	9678	APAF1	PHF14	31	273	0.0348858027304515
319	23101	APOF	MCF2L2	31	273	0.0348858027304515
324	54937	APC	SOHLH2	31	273	0.0348858027304515
330	563	BIRC3	AZGP1	31	273	0.0348858027304515
330	3425	BIRC3	IDUA	31	273	0.0348858027304515
330	5141	BIRC3	PDE4A	31	273	0.0348858027304515
330	8744	BIRC3	TNFSF9	31	273	0.0348858027304515
330	8807	BIRC3	IL18RAP	31	273	0.0348858027304515
330	10168	BIRC3	ZNF197	31	273	0.0348858027304515
330	79877	BIRC3	DCAKD	31	273	0.0348858027304515
330	79919	BIRC3	MAB21L4	31	273	0.0348858027304515
330	140688	BIRC3	NOL4L	31	273	0.0348858027304515
331	944	XIAP	TNFSF8	31	273	0.0348858027304515
331	1493	XIAP	CTLA4	31	273	0.0348858027304515
331	6707	XIAP	SPRR3	31	273	0.0348858027304515
332	6595	BIRC5	SMARCA2	31	273	0.0348858027304515
332	65082	BIRC5	VPS33A	31	273	0.0348858027304515
333	29965	APLP1	CDIP1	31	273	0.0348858027304515
343	26575	AQP8	RGS17	31	273	0.0348858027304515
344	9687	APOC2	GREB1	31	273	0.0348858027304515
346	5979	APOC4	RET	31	273	0.0348858027304515
348	535	APOE	ATP6V0A1	31	273	0.0348858027304515
350	80117	APOH	ARL14	31	273	0.0348858027304515
353	51805	APRT	COQ3	31	273	0.0348858027304515
358	2940	AQP1	GSTA3	31	273	0.0348858027304515
368	3000	ABCC6	GUCY2D	31	273	0.0348858027304515
368	4632	ABCC6	MYL1	31	273	0.0348858027304515
369	1017	ARAF	CDK2	31	273	0.0348858027304515
381	5168	ARF5	ENPP2	31	273	0.0348858027304515
382	54811	ARF6	ZNF562	31	273	0.0348858027304515
383	9635	ARG1	CLCA2	31	273	0.0348858027304515
383	10911	ARG1	UTS2	31	273	0.0348858027304515
388	10370	RHOB	CITED2	31	273	0.0348858027304515
388	51295	RHOB	ECSIT	31	273	0.0348858027304515
396	6470	ARHGDIA	SHMT1	31	273	0.0348858027304515
397	2934	ARHGDIB	GSN	31	273	0.0348858027304515
397	6895	ARHGDIB	TARBP2	31	273	0.0348858027304515
397	7260	ARHGDIB	EIPR1	31	273	0.0348858027304515
397	26088	ARHGDIB	GGA1	31	273	0.0348858027304515
399	219595	RHOH	FOLH1B	31	273	0.0348858027304515
402	7443	ARL2	VRK1	31	273	0.0348858027304515
410	356	ARSA	FASLG	31	273	0.0348858027304515
410	554	ARSA	AVPR2	31	273	0.0348858027304515
410	2015	ARSA	ADGRE1	31	273	0.0348858027304515
410	2651	ARSA	GCNT2	31	273	0.0348858027304515
410	8468	ARSA	FKBP6	31	273	0.0348858027304515
410	8997	ARSA	KALRN	31	273	0.0348858027304515
410	54361	ARSA	WNT4	31	273	0.0348858027304515
410	84135	ARSA	UTP15	31	273	0.0348858027304515
410	266977	ARSA	ADGRF1	31	273	0.0348858027304515
412	2160	STS	F11	31	273	0.0348858027304515
412	6755	STS	SSTR5	31	273	0.0348858027304515
414	27006	ARSD	FGF22	31	273	0.0348858027304515
420	246	ART4	ALOX15	31	273	0.0348858027304515
421	563	ARVCF	AZGP1	31	273	0.0348858027304515
430	2641	ASCL2	GCG	31	273	0.0348858027304515
444	563	ASPH	AZGP1	31	273	0.0348858027304515
463	995	ZFHX3	CDC25C	31	273	0.0348858027304515
463	79819	ZFHX3	DNAI4	31	273	0.0348858027304515
467	1602	ATF3	DACH1	31	273	0.0348858027304515
482	3131	ATP1B2	HLF	31	273	0.0348858027304515
513	894	ATP5F1D	CCND2	31	273	0.0348858027304515
525	8470	ATP6V1B1	SORBS2	31	273	0.0348858027304515
526	290	ATP6V1B2	ANPEP	31	273	0.0348858027304515
537	29083	ATP6AP1	GTPBP8	31	273	0.0348858027304515
537	55872	ATP6AP1	PBK	31	273	0.0348858027304515
538	482	ATP7A	ATP1B2	31	273	0.0348858027304515
538	1586	ATP7A	CYP17A1	31	273	0.0348858027304515
538	3283	ATP7A	HSD3B1	31	273	0.0348858027304515
538	5581	ATP7A	PRKCE	31	273	0.0348858027304515
538	8745	ATP7A	ADAM23	31	273	0.0348858027304515
538	55367	ATP7A	PIDD1	31	273	0.0348858027304515
545	51295	ATR	ECSIT	31	273	0.0348858027304515
553	6299	AVPR1B	SALL1	31	273	0.0348858027304515
558	57664	AXL	PLEKHA4	31	273	0.0348858027304515
570	1816	BAAT	DRD5	31	273	0.0348858027304515
570	4987	BAAT	OPRL1	31	273	0.0348858027304515
570	63973	BAAT	NEUROG2	31	273	0.0348858027304515
571	5174	BACH1	PDZK1	31	273	0.0348858027304515
572	2938	BAD	GSTA1	31	273	0.0348858027304515
578	6641	BAK1	SNTB1	31	273	0.0348858027304515
594	26238	BCKDHB	LINC01558	31	273	0.0348858027304515
602	7706	BCL3	TRIM25	31	273	0.0348858027304515
605	1140	BCL7A	CHRNB1	31	273	0.0348858027304515
605	57118	BCL7A	CAMK1D	31	273	0.0348858027304515
607	894	BCL9	CCND2	31	273	0.0348858027304515
607	9422	BCL9	ZNF264	31	273	0.0348858027304515
607	51593	BCL9	SRRT	31	273	0.0348858027304515
607	79718	BCL9	TBL1XR1	31	273	0.0348858027304515
613	51308	BCR	REEP2	31	273	0.0348858027304515
623	6783	BDKRB1	SULT1E1	31	273	0.0348858027304515
624	6854	BDKRB2	SYN2	31	273	0.0348858027304515
624	10268	BDKRB2	RAMP3	31	273	0.0348858027304515
629	51299	CFB	NRN1	31	273	0.0348858027304515
631	9499	BFSP1	MYOT	31	273	0.0348858027304515
636	23710	BICD1	GABARAPL1	31	273	0.0348858027304515
637	84164	BID	ASCC2	31	273	0.0348858027304515
640	56105	BLK	PCDHGA11	31	273	0.0348858027304515
641	10840	BLM	ALDH1L1	31	273	0.0348858027304515
641	63934	BLM	ZNF667	31	273	0.0348858027304515
641	80228	BLM	ORAI2	31	273	0.0348858027304515
644	10265	BLVRA	IRX5	31	273	0.0348858027304515
658	5100	BMPR1B	PCDH8	31	273	0.0348858027304515
659	2938	BMPR2	GSTA1	31	273	0.0348858027304515
662	563	BNIP1	AZGP1	31	273	0.0348858027304515
663	788	BNIP2	SLC25A20	31	273	0.0348858027304515
663	55278	BNIP2	QRSL1	31	273	0.0348858027304515
669	8315	BPGM	BRAP	31	273	0.0348858027304515
670	10039	BPHL	PARP3	31	273	0.0348858027304515
673	10677	BRAF	AVIL	31	273	0.0348858027304515
673	51085	BRAF	MLXIPL	31	273	0.0348858027304515
673	51540	BRAF	SCLY	31	273	0.0348858027304515
673	55471	BRAF	NDUFAF7	31	273	0.0348858027304515
673	57185	BRAF	NIPAL3	31	273	0.0348858027304515
683	54997	BST1	TESC	31	273	0.0348858027304515
695	575	BTK	ADGRB1	31	273	0.0348858027304515
701	3192	BUB1B	HNRNPU	31	273	0.0348858027304515
701	4286	BUB1B	MITF	31	273	0.0348858027304515
701	8777	BUB1B	MPDZ	31	273	0.0348858027304515
701	22862	BUB1B	FNDC3A	31	273	0.0348858027304515
701	51768	BUB1B	TM7SF3	31	273	0.0348858027304515
701	192286	BUB1B	HIGD2A	31	273	0.0348858027304515
706	9577	TSPO	BABAM2	31	273	0.0348858027304515
706	22950	TSPO	SLC4A1AP	31	273	0.0348858027304515
710	5104	SERPING1	SERPINA5	31	273	0.0348858027304515
712	894	C1QA	CCND2	31	273	0.0348858027304515
717	920	C2	CD4	31	273	0.0348858027304515
717	2118	C2	ETV4	31	273	0.0348858027304515
717	7189	C2	TRAF6	31	273	0.0348858027304515
717	7752	C2	ZNF200	31	273	0.0348858027304515
717	8344	C2	H2BC6	31	273	0.0348858027304515
717	10242	C2	KCNMB2	31	273	0.0348858027304515
717	22893	C2	BAHD1	31	273	0.0348858027304515
717	23141	C2	ANKLE2	31	273	0.0348858027304515
717	26249	C2	KLHL3	31	273	0.0348858027304515
717	51347	C2	TAOK3	31	273	0.0348858027304515
717	64221	C2	ROBO3	31	273	0.0348858027304515
722	6861	C4BPA	SYT5	31	273	0.0348858027304515
722	9478	C4BPA	CABP1	31	273	0.0348858027304515
722	10004	C4BPA	NAALADL1	31	273	0.0348858027304515
722	27006	C4BPA	FGF22	31	273	0.0348858027304515
726	6540	CAPN5	SLC6A13	31	273	0.0348858027304515
726	79616	CAPN5	CCNJL	31	273	0.0348858027304515
731	200316	C8A	APOBEC3F	31	273	0.0348858027304515
732	6783	C8B	SULT1E1	31	273	0.0348858027304515
734	26047	OSGIN2	CNTNAP2	31	273	0.0348858027304515
741	668	ZNHIT2	FOXL2	31	273	0.0348858027304515
741	9750	ZNHIT2	RIPOR2	31	273	0.0348858027304515
744	1370	MPPED2	CPN2	31	273	0.0348858027304515
752	6440	FMNL1	SFTPC	31	273	0.0348858027304515
752	26659	FMNL1	OR7A5	31	273	0.0348858027304515
770	2940	CA11	GSTA3	31	273	0.0348858027304515
780	34	DDR1	ACADM	31	273	0.0348858027304515
786	460	CACNG1	ASTN1	31	273	0.0348858027304515
808	5321	CALM3	PLA2G4A	31	273	0.0348858027304515
813	29960	CALU	MRM2	31	273	0.0348858027304515
814	6545	CAMK4	SLC7A4	31	273	0.0348858027304515
814	7066	CAMK4	THPO	31	273	0.0348858027304515
814	9407	CAMK4	TMPRSS11D	31	273	0.0348858027304515
818	1036	CAMK2G	CDO1	31	273	0.0348858027304515
818	51129	CAMK2G	ANGPTL4	31	273	0.0348858027304515
819	5104	CAMLG	SERPINA5	31	273	0.0348858027304515
822	10314	CAPG	LANCL1	31	273	0.0348858027304515
824	7345	CAPN2	UCHL1	31	273	0.0348858027304515
824	10952	CAPN2	SEC61B	31	273	0.0348858027304515
827	4112	CAPN6	MAGEB1	31	273	0.0348858027304515
829	23394	CAPZA1	ADNP	31	273	0.0348858027304515
835	2747	CASP2	GLUD2	31	273	0.0348858027304515
836	10265	CASP3	IRX5	31	273	0.0348858027304515
839	4753	CASP6	NELL2	31	273	0.0348858027304515
840	64762	CASP7	GAREM1	31	273	0.0348858027304515
840	80777	CASP7	CYB5B	31	273	0.0348858027304515
844	5313	CASQ1	PKLR	31	273	0.0348858027304515
858	55937	CAV2	APOM	31	273	0.0348858027304515
858	79132	CAV2	DHX58	31	273	0.0348858027304515
861	10814	RUNX1	CPLX2	31	273	0.0348858027304515
862	6344	RUNX1T1	SCTR	31	273	0.0348858027304515
865	6441	CBFB	SFTPD	31	273	0.0348858027304515
865	8532	CBFB	CPZ	31	273	0.0348858027304515
865	10265	CBFB	IRX5	31	273	0.0348858027304515
866	248	SERPINA6	ALPI	31	273	0.0348858027304515
898	8078	CCNE1	USP5	31	273	0.0348858027304515
904	1036	CCNT1	CDO1	31	273	0.0348858027304515
904	1796	CCNT1	DOK1	31	273	0.0348858027304515
904	63924	CCNT1	CIDEC	31	273	0.0348858027304515
908	5104	CCT6A	SERPINA5	31	273	0.0348858027304515
909	8292	CD1A	COLQ	31	273	0.0348858027304515
916	566	CD3E	AZU1	31	273	0.0348858027304515
916	2243	CD3E	FGA	31	273	0.0348858027304515
916	2984	CD3E	GUCY2C	31	273	0.0348858027304515
916	7404	CD3E	UTY	31	273	0.0348858027304515
916	54766	CD3E	BTG4	31	273	0.0348858027304515
919	1996	CD247	ELAVL4	31	273	0.0348858027304515
933	4108	CD22	MAGEA9	31	273	0.0348858027304515
940	2100	CD28	ESR2	31	273	0.0348858027304515
952	7143	CD38	TNR	31	273	0.0348858027304515
952	10089	CD38	KCNK7	31	273	0.0348858027304515
960	9479	CD44	MAPK8IP1	31	273	0.0348858027304515
963	2273	CD53	FHL1	31	273	0.0348858027304515
966	5480	CD59	PPIC	31	273	0.0348858027304515
966	5860	CD59	QDPR	31	273	0.0348858027304515
969	81285	CD69	OR51E2	31	273	0.0348858027304515
971	10141	CD72	LINC01587	31	273	0.0348858027304515
978	2811	CDA	GP1BA	31	273	0.0348858027304515
978	6563	CDA	SLC14A1	31	273	0.0348858027304515
978	8825	CDA	LIN7A	31	273	0.0348858027304515
989	7345	SEPTIN7	UCHL1	31	273	0.0348858027304515
989	27068	SEPTIN7	PPA2	31	273	0.0348858027304515
995	53919	CDC25C	SLCO1C1	31	273	0.0348858027304515
997	51299	CDC34	NRN1	31	273	0.0348858027304515
999	23047	CDH1	PDS5B	31	273	0.0348858027304515
1004	5602	CDH6	MAPK10	31	273	0.0348858027304515
1008	8325	CDH10	FZD8	31	273	0.0348858027304515
1009	6441	CDH11	SFTPD	31	273	0.0348858027304515
1009	7376	CDH11	NR1H2	31	273	0.0348858027304515
1009	9236	CDH11	CCPG1	31	273	0.0348858027304515
1013	174	CDH15	AFP	31	273	0.0348858027304515
1026	770	CDKN1A	CA11	31	273	0.0348858027304515
1026	131601	CDKN1A	TPRA1	31	273	0.0348858027304515
1029	23228	CDKN2A	PLCL2	31	273	0.0348858027304515
1031	10170	CDKN2C	DHRS9	31	273	0.0348858027304515
1033	5191	CDKN3	PEX7	31	273	0.0348858027304515
1033	8576	CDKN3	STK16	31	273	0.0348858027304515
1033	140459	CDKN3	ASB6	31	273	0.0348858027304515
1033	100506658	CDKN3	OCLN	31	273	0.0348858027304515
1050	10640	CEBPA	EXOC5	31	273	0.0348858027304515
1052	901	CEBPD	CCNG2	31	273	0.0348858027304515
1052	3720	CEBPD	JARID2	31	273	0.0348858027304515
1052	5471	CEBPD	PPAT	31	273	0.0348858027304515
1052	27235	CEBPD	COQ2	31	273	0.0348858027304515
1054	1856	CEBPG	DVL2	31	273	0.0348858027304515
1054	2281	CEBPG	FKBP1B	31	273	0.0348858027304515
1054	3892	CEBPG	KRT86	31	273	0.0348858027304515
1054	55825	CEBPG	PECR	31	273	0.0348858027304515
1054	81544	CEBPG	GDPD5	31	273	0.0348858027304515
1059	29775	CENPB	CARD10	31	273	0.0348858027304515
1060	10840	CENPC	ALDH1L1	31	273	0.0348858027304515
1070	7158	CETN3	TP53BP1	31	273	0.0348858027304515
1075	57037	CTSC	ANKMY2	31	273	0.0348858027304515
1084	5745	CEACAM3	PTH1R	31	273	0.0348858027304515
1105	894	CHD1	CCND2	31	273	0.0348858027304515
1105	50628	CHD1	GEMIN4	31	273	0.0348858027304515
1119	6770	CHKA	STAR	31	273	0.0348858027304515
1119	79885	CHKA	HDAC11	31	273	0.0348858027304515
1122	56139	CHML	PCDHA10	31	273	0.0348858027304515
1123	894	CHN1	CCND2	31	273	0.0348858027304515
1130	3024	LYST	H1-1	31	273	0.0348858027304515
1130	57863	LYST	CADM3	31	273	0.0348858027304515
1135	727897	CHRNA2	MUC5B	31	273	0.0348858027304515
1137	10881	CHRNA4	ACTL7A	31	273	0.0348858027304515
1138	1950	CHRNA5	EGF	31	273	0.0348858027304515
1141	60468	CHRNB2	BACH2	31	273	0.0348858027304515
1154	883	CISH	KYAT1	31	273	0.0348858027304515
1154	9677	CISH	PPIP5K1	31	273	0.0348858027304515
1160	3948	CKMT2	LDHC	31	273	0.0348858027304515
1161	80019	ERCC8	UBTD1	31	273	0.0348858027304515
1180	7179	CLCN1	TPTE	31	273	0.0348858027304515
1184	49860	CLCN5	CRNN	31	273	0.0348858027304515
1186	27072	CLCN7	VPS41	31	273	0.0348858027304515
1192	10576	CLIC1	CCT2	31	273	0.0348858027304515
1198	8437	CLK3	RASAL1	31	273	0.0348858027304515
1200	4173	TPP1	MCM4	31	273	0.0348858027304515
1201	6441	CLN3	SFTPD	31	273	0.0348858027304515
1208	3037	CLPS	HAS2	31	273	0.0348858027304515
1212	3423	CLTB	IDS	31	273	0.0348858027304515
1212	7813	CLTB	EVI5	31	273	0.0348858027304515
1212	27241	CLTB	BBS9	31	273	0.0348858027304515
1212	80304	CLTB	WDCP	31	273	0.0348858027304515
1230	1101	CCR1	CHAD	31	273	0.0348858027304515
1240	5340	CMKLR1	PLG	31	273	0.0348858027304515
1240	9498	CMKLR1	SLC4A8	31	273	0.0348858027304515
1244	3848	ABCC2	KRT1	31	273	0.0348858027304515
1264	287	CNN1	ANK2	31	273	0.0348858027304515
1264	4784	CNN1	NFIX	31	273	0.0348858027304515
1264	9508	CNN1	ADAMTS3	31	273	0.0348858027304515
1265	51299	CNN2	NRN1	31	273	0.0348858027304515
1269	190	CNR2	NR0B1	31	273	0.0348858027304515
1277	3202	COL1A1	HOXA5	31	273	0.0348858027304515
1282	23019	COL4A1	CNOT1	31	273	0.0348858027304515
1282	54442	COL4A1	KCTD5	31	273	0.0348858027304515
1282	57763	COL4A1	ANKRA2	31	273	0.0348858027304515
1282	79991	COL4A1	STN1	31	273	0.0348858027304515
1289	8425	COL5A1	LTBP4	31	273	0.0348858027304515
1289	51348	COL5A1	KLRF1	31	273	0.0348858027304515
1294	23235	COL7A1	SIK2	31	273	0.0348858027304515
1297	6563	COL9A1	SLC14A1	31	273	0.0348858027304515
1300	78990	COL10A1	OTUB2	31	273	0.0348858027304515
1301	3776	COL11A1	KCNK2	31	273	0.0348858027304515
1301	6000	COL11A1	RGS7	31	273	0.0348858027304515
1302	6493	COL11A2	SIM2	31	273	0.0348858027304515
1306	5138	COL15A1	PDE2A	31	273	0.0348858027304515
1306	8751	COL15A1	ADAM15	31	273	0.0348858027304515
1307	563	COL16A1	AZGP1	31	273	0.0348858027304515
1307	5565	COL16A1	PRKAB2	31	273	0.0348858027304515
1312	290	COMT	ANPEP	31	273	0.0348858027304515
1312	5198	COMT	PFAS	31	273	0.0348858027304515
1316	2260	KLF6	FGFR1	31	273	0.0348858027304515
1316	9825	KLF6	SPATA2	31	273	0.0348858027304515
1316	9869	KLF6	SETDB1	31	273	0.0348858027304515
1317	27072	SLC31A1	VPS41	31	273	0.0348858027304515
1326	563	MAP3K8	AZGP1	31	273	0.0348858027304515
1339	4108	COX6A2	MAGEA9	31	273	0.0348858027304515
1346	1617	COX7A1	DAZ1	31	273	0.0348858027304515
1353	8148	COX11	TAF15	31	273	0.0348858027304515
1362	51299	CPD	NRN1	31	273	0.0348858027304515
1368	1464	CPM	CSPG4	31	273	0.0348858027304515
1370	8557	CPN2	TCAP	31	273	0.0348858027304515
1373	54777	CPS1	CFAP46	31	273	0.0348858027304515
1376	1962	CPT2	EHHADH	31	273	0.0348858027304515
1376	116150	CPT2	NUS1	31	273	0.0348858027304515
1380	5132	CR2	PDC	31	273	0.0348858027304515
1382	5104	CRABP2	SERPINA5	31	273	0.0348858027304515
1382	5226	CRABP2	PGD	31	273	0.0348858027304515
1382	5531	CRABP2	PPP4C	31	273	0.0348858027304515
1382	9093	CRABP2	DNAJA3	31	273	0.0348858027304515
1382	9141	CRABP2	PDCD5	31	273	0.0348858027304515
1382	9616	CRABP2	RNF7	31	273	0.0348858027304515
1382	10159	CRABP2	ATP6AP2	31	273	0.0348858027304515
1382	23011	CRABP2	RAB21	31	273	0.0348858027304515
1382	26057	CRABP2	ANKRD17	31	273	0.0348858027304515
1382	29968	CRABP2	PSAT1	31	273	0.0348858027304515
1382	50999	CRABP2	TMED5	31	273	0.0348858027304515
1385	6494	CREB1	SIPA1	31	273	0.0348858027304515
1387	55425	CREBBP	GPALPP1	31	273	0.0348858027304515
1388	4108	ATF6B	MAGEA9	31	273	0.0348858027304515
1389	894	CREBL2	CCND2	31	273	0.0348858027304515
1390	1036	CREM	CDO1	31	273	0.0348858027304515
1390	4585	CREM	MUC4	31	273	0.0348858027304515
1400	668	CRMP1	FOXL2	31	273	0.0348858027304515
1411	5275	CRYBA1	SERPINB13	31	273	0.0348858027304515
1411	92483	CRYBA1	LDHAL6B	31	273	0.0348858027304515
1413	7253	CRYBA4	TSHR	31	273	0.0348858027304515
1414	2709	CRYBB1	GJB5	31	273	0.0348858027304515
1418	56142	CRYGA	PCDHA6	31	273	0.0348858027304515
1420	22924	CRYGC	MAPRE3	31	273	0.0348858027304515
1432	6909	MAPK14	TBX2	31	273	0.0348858027304515
1432	27077	MAPK14	B9D1	31	273	0.0348858027304515
1435	4108	CSF1	MAGEA9	31	273	0.0348858027304515
1443	1392	CSH2	CRH	31	273	0.0348858027304515
1443	26047	CSH2	CNTNAP2	31	273	0.0348858027304515
1445	392	CSK	ARHGAP1	31	273	0.0348858027304515
1445	5830	CSK	PEX5	31	273	0.0348858027304515
1445	6683	CSK	SPAST	31	273	0.0348858027304515
1445	10166	CSK	SLC25A15	31	273	0.0348858027304515
1445	54802	CSK	TRIT1	31	273	0.0348858027304515
1456	2938	CSNK1G3	GSTA1	31	273	0.0348858027304515
1459	9695	CSNK2A2	EDEM1	31	273	0.0348858027304515
1459	22887	CSNK2A2	FOXJ3	31	273	0.0348858027304515
1462	312	VCAN	ANXA13	31	273	0.0348858027304515
1462	1056	VCAN	CEL	31	273	0.0348858027304515
1462	2120	VCAN	ETV6	31	273	0.0348858027304515
1462	5409	VCAN	PNMT	31	273	0.0348858027304515
1462	9427	VCAN	ECEL1	31	273	0.0348858027304515
1462	29965	VCAN	CDIP1	31	273	0.0348858027304515
1462	55891	VCAN	LENEP	31	273	0.0348858027304515
1462	59269	VCAN	HIVEP3	31	273	0.0348858027304515
1468	54475	SLC25A10	NLE1	31	273	0.0348858027304515
1468	78995	SLC25A10	HROB	31	273	0.0348858027304515
1474	8712	CST6	PAGE1	31	273	0.0348858027304515
1474	10219	CST6	KLRG1	31	273	0.0348858027304515
1474	30820	CST6	KCNIP1	31	273	0.0348858027304515
1474	79722	CST6	ANKRD55	31	273	0.0348858027304515
1475	58189	CSTA	WFDC1	31	273	0.0348858027304515
1475	115201	CSTA	ATG4A	31	273	0.0348858027304515
1477	10265	CSTF1	IRX5	31	273	0.0348858027304515
1478	8464	CSTF2	SUPT3H	31	273	0.0348858027304515
1478	10265	CSTF2	IRX5	31	273	0.0348858027304515
1486	9278	CTBS	ZBTB22	31	273	0.0348858027304515
1489	9970	CTF1	NR1I3	31	273	0.0348858027304515
1490	2064	CCN2	ERBB2	31	273	0.0348858027304515
1490	5333	CCN2	PLCD1	31	273	0.0348858027304515
1490	11113	CCN2	CIT	31	273	0.0348858027304515
1490	23321	CCN2	TRIM2	31	273	0.0348858027304515
1490	63891	CCN2	RNF123	31	273	0.0348858027304515
1490	64897	CCN2	C12orf43	31	273	0.0348858027304515
1508	57136	CTSB	APMAP	31	273	0.0348858027304515
1508	60488	CTSB	MRPS35	31	273	0.0348858027304515
1509	11147	CTSD	HHLA3	31	273	0.0348858027304515
1509	51299	CTSD	NRN1	31	273	0.0348858027304515
1509	54802	CTSD	TRIT1	31	273	0.0348858027304515
1511	3131	CTSG	HLF	31	273	0.0348858027304515
1512	54850	CTSH	FBXL12	31	273	0.0348858027304515
1513	598	CTSK	BCL2L1	31	273	0.0348858027304515
1513	5638	CTSK	PRRG1	31	273	0.0348858027304515
1515	773	CTSV	CACNA1A	31	273	0.0348858027304515
1515	22822	CTSV	PHLDA1	31	273	0.0348858027304515
1520	10220	CTSS	GDF11	31	273	0.0348858027304515
1520	10761	CTSS	PLAC1	31	273	0.0348858027304515
1520	11133	CTSS	KPTN	31	273	0.0348858027304515
1520	79753	CTSS	SNIP1	31	273	0.0348858027304515
1523	788	CUX1	SLC25A20	31	273	0.0348858027304515
1523	57060	CUX1	PCBP4	31	273	0.0348858027304515
1534	10468	CYB561	FST	31	273	0.0348858027304515
1534	22826	CYB561	DNAJC8	31	273	0.0348858027304515
1534	83700	CYB561	JAM3	31	273	0.0348858027304515
1545	776	CYP1B1	CACNA1D	31	273	0.0348858027304515
1545	1269	CYP1B1	CNR2	31	273	0.0348858027304515
1545	1954	CYP1B1	MEGF8	31	273	0.0348858027304515
1545	2491	CYP1B1	CENPI	31	273	0.0348858027304515
1545	2844	CYP1B1	GPR21	31	273	0.0348858027304515
1545	5307	CYP1B1	PITX1	31	273	0.0348858027304515
1545	6694	CYP1B1	SPP2	31	273	0.0348858027304515
1545	7633	CYP1B1	ZNF79	31	273	0.0348858027304515
1545	9210	CYP1B1	BMP15	31	273	0.0348858027304515
1545	51393	CYP1B1	TRPV2	31	273	0.0348858027304515
1545	79873	CYP1B1	NUDT18	31	273	0.0348858027304515
1545	95681	CYP1B1	CEP41	31	273	0.0348858027304515
1548	3354	CYP2A6	HTR1E	31	273	0.0348858027304515
1576	3768	CYP3A4	KCNJ12	31	273	0.0348858027304515
1591	6571	CYP24A1	SLC18A2	31	273	0.0348858027304515
1592	22871	CYP26A1	NLGN1	31	273	0.0348858027304515
1593	80224	CYP27A1	NUBPL	31	273	0.0348858027304515
1595	6683	CYP51A1	SPAST	31	273	0.0348858027304515
1604	10960	CD55	LMAN2	31	273	0.0348858027304515
1604	55008	CD55	HERC6	31	273	0.0348858027304515
1605	894	DAG1	CCND2	31	273	0.0348858027304515
1605	55062	DAG1	WIPI1	31	273	0.0348858027304515
1609	1795	DGKQ	DOCK3	31	273	0.0348858027304515
1609	5133	DGKQ	PDCD1	31	273	0.0348858027304515
1609	51043	DGKQ	ZBTB7B	31	273	0.0348858027304515
1612	55937	DAPK1	APOM	31	273	0.0348858027304515
1622	51647	DBI	CIAO2B	31	273	0.0348858027304515
1628	1036	DBP	CDO1	31	273	0.0348858027304515
1633	894	DCK	CCND2	31	273	0.0348858027304515
1633	78992	DCK	YIPF2	31	273	0.0348858027304515
1636	2709	ACE	GJB5	31	273	0.0348858027304515
